well,term,estimate
A_3_Mu_0.6_Lag_10,A,3.016420008752437
A_3_Mu_0.7_Lag_0,Lag,-0.06735787666751965
A_3_Mu_0.7_Lag_0,Mu,0.6728122192816253
A_3_Mu_0.7_Lag_0,A,3.0164240292445723
A_3_Mu_0.7_Lag_2,Lag,1.982144761989668
A_3_Mu_0.7_Lag_2,Mu,0.6847241518388333
A_3_Mu_0.7_Lag_2,A,3.0213684924215305
A_3_Mu_0.7_Lag_4,Lag,4.0021374342862845
A_3_Mu_0.7_Lag_4,Mu,0.6974481638795217
A_3_Mu_0.7_Lag_4,A,3.0122756844907768
A_3_Mu_0.7_Lag_6,Lag,6.007371493258203
A_3_Mu_0.7_Lag_6,Mu,0.7072049648539164
A_3_Mu_0.7_Lag_6,A,3.0089978107546296
A_3_Mu_0.7_Lag_8,Lag,7.979247491613597
A_3_Mu_0.7_Lag_8,Mu,0.6887516134261986
A_3_Mu_0.7_Lag_8,A,3.0077689726926935
A_3_Mu_0.7_Lag_10,Lag,10.007507069515283
A_3_Mu_0.7_Lag_10,Mu,0.7008936061621608
A_3_Mu_0.7_Lag_10,A,3.0146527229865843
A_3_Mu_0.8_Lag_0,Lag,-0.046146650144382226
A_3_Mu_0.8_Lag_0,Mu,0.7724505854285305
A_3_Mu_0.8_Lag_0,A,3.0125750356953778
A_3_Mu_0.8_Lag_2,Lag,1.952444231511873
A_3_Mu_0.8_Lag_2,Mu,0.7719562064504389
A_3_Mu_0.8_Lag_2,A,3.0112761571778233
A_3_Mu_0.8_Lag_4,Lag,4.017351295113527
A_3_Mu_0.8_Lag_4,Mu,0.8046712806330479
A_3_Mu_0.8_Lag_4,A,3.0115201180759463
A_3_Mu_0.8_Lag_6,Lag,5.972639095340845
A_3_Mu_0.8_Lag_6,Mu,0.7866693820437569
A_3_Mu_0.8_Lag_6,A,3.0136495297041495
A_3_Mu_0.8_Lag_8,Lag,7.956285787791483
A_3_Mu_0.8_Lag_8,Mu,0.7827738711495497
A_3_Mu_0.8_Lag_8,A,3.0120573769910224
A_3_Mu_0.8_Lag_10,Lag,9.983996994219954
A_3_Mu_0.8_Lag_10,Mu,0.7854534345153977
A_3_Mu_0.8_Lag_10,A,3.0133005597657254
A_3_Mu_0.9_Lag_0,Lag,-0.033018155028031
A_3_Mu_0.9_Lag_0,Mu,0.8725186980224487
A_3_Mu_0.9_Lag_0,A,3.016630852382967
A_3_Mu_0.9_Lag_2,Lag,1.9742642552959853
A_3_Mu_0.9_Lag_2,Mu,0.8770570322787394
A_3_Mu_0.9_Lag_2,A,3.0121659668942513
A_3_Mu_0.9_Lag_4,Lag,3.9531011938821914
A_3_Mu_0.9_Lag_4,Mu,0.8668615751929934
A_3_Mu_0.9_Lag_4,A,3.0175095019794207
A_3_Mu_0.9_Lag_6,Lag,5.957299278634331
A_3_Mu_0.9_Lag_6,Mu,0.8685862635751879
A_3_Mu_0.9_Lag_6,A,3.019714239841803
A_3_Mu_0.9_Lag_8,Lag,7.950155962572307
A_3_Mu_0.9_Lag_8,Mu,0.8577254677407151
A_3_Mu_0.9_Lag_8,A,3.024846424987013
A_3_Mu_0.9_Lag_10,Lag,9.972895512077576
A_3_Mu_0.9_Lag_10,Mu,0.8736859486900889
A_3_Mu_0.9_Lag_10,A,3.0114373211402934
A_3_Mu_1_Lag_0,Lag,-0.02734206488123757
A_3_Mu_1_Lag_0,Mu,0.9758058990437098
A_3_Mu_1_Lag_0,A,3.0125377115363814
A_3_Mu_1_Lag_2,Lag,1.9762181927863174
A_3_Mu_1_Lag_2,Mu,0.9743651812029367
A_3_Mu_1_Lag_2,A,3.0110674237171122
A_3_Mu_1_Lag_4,Lag,3.9910402211606755
A_3_Mu_1_Lag_4,Mu,0.9878644337090112
A_3_Mu_1_Lag_4,A,3.0155048692317865
A_3_Mu_1_Lag_6,Lag,5.973241026685549
A_3_Mu_1_Lag_6,Mu,0.9717321599800991
A_3_Mu_1_Lag_6,A,3.0140944587224454
A_3_Mu_1_Lag_8,Lag,8.010080147805594
A_3_Mu_1_Lag_8,Mu,0.9998122356597594
A_3_Mu_1_Lag_8,A,3.0183262051796427
A_3_Mu_1_Lag_10,Lag,9.981704346310417
A_3_Mu_1_Lag_10,Mu,0.9880120004128168
A_3_Mu_1_Lag_10,A,3.016505740515815
A_4_Mu_0.1_Lag_0,Lag,0.080469827455957793
A_4_Mu_0.1_Lag_0,Mu,0.10070051589891045
A_4_Mu_0.1_Lag_0,A,3.616237874003663
A_4_Mu_0.1_Lag_2,Lag,2.0937841125116226
A_4_Mu_0.1_Lag_2,Mu,0.10068824011306832
A_4_Mu_0.1_Lag_2,A,3.548912515604162
A_4_Mu_0.1_Lag_4,Lag,4.266835608900009
A_4_Mu_0.1_Lag_4,Mu,0.1016978150013188
A_4_Mu_0.1_Lag_4,A,3.4868228445203755
A_4_Mu_0.1_Lag_6,Lag,6.0144933594883625
A_4_Mu_0.1_Lag_6,Mu,0.10020592938747715
A_4_Mu_0.1_Lag_6,A,3.421934450032255
A_4_Mu_0.1_Lag_8,Lag,7.946861677225016
A_4_Mu_0.1_Lag_8,Mu,0.09947638837092398
A_4_Mu_0.1_Lag_8,A,3.343975839571437
A_4_Mu_0.1_Lag_10,Lag,10.088359361831257
A_4_Mu_0.1_Lag_10,Mu,0.10050966947206284
A_4_Mu_0.1_Lag_10,A,3.2630191232953205
A_4_Mu_0.2_Lag_0,Lag,0.002668408190649534
A_4_Mu_0.2_Lag_0,Mu,0.1996860279425072
A_4_Mu_0.2_Lag_0,A,3.9842855718297487
A_4_Mu_0.2_Lag_2,Lag,2.0744924554527513
A_4_Mu_0.2_Lag_2,Mu,0.202020262624921
A_4_Mu_0.2_Lag_2,A,3.9796334916652407
A_4_Mu_0.2_Lag_4,Lag,4.010190984121868
A_4_Mu_0.2_Lag_4,Mu,0.2005440714129042
A_4_Mu_0.2_Lag_4,A,3.973051543178764
A_4_Mu_0.2_Lag_6,Lag,5.952826444558886
A_4_Mu_0.2_Lag_6,Mu,0.19911096687051622
A_4_Mu_0.2_Lag_6,A,3.958497828883261
A_4_Mu_0.2_Lag_8,Lag,8.017298946178327
A_4_Mu_0.2_Lag_8,Mu,0.20035393556813788
A_4_Mu_0.2_Lag_8,A,3.957146505701962
A_4_Mu_0.2_Lag_10,Lag,9.876850336166841
A_4_Mu_0.2_Lag_10,Mu,0.19643121737883215
A_4_Mu_0.2_Lag_10,A,3.919454292891851
A_4_Mu_0.3_Lag_0,Lag,0.0033368249454305146
A_4_Mu_0.3_Lag_0,Mu,0.30173160274399397
A_4_Mu_0.3_Lag_0,A,4.001018988369161
A_4_Mu_0.3_Lag_2,Lag,2.0260359249291455
A_4_Mu_0.3_Lag_2,Mu,0.30070247646582765
A_4_Mu_0.3_Lag_2,A,4.006314123916445
A_4_Mu_0.3_Lag_4,Lag,3.9601419307022536
A_4_Mu_0.3_Lag_4,Mu,0.29924947749415254
A_4_Mu_0.3_Lag_4,A,4.00571585170103
A_4_Mu_0.3_Lag_6,Lag,5.9861789993559125
A_4_Mu_0.3_Lag_6,Mu,0.29869315850053274
A_4_Mu_0.3_Lag_6,A,4.006362580330746
A_4_Mu_0.3_Lag_8,Lag,8.036463301227135
A_4_Mu_0.3_Lag_8,Mu,0.30137247234404113
A_4_Mu_0.3_Lag_8,A,3.991685783238728
A_4_Mu_0.3_Lag_10,Lag,9.96985207340213
A_4_Mu_0.3_Lag_10,Mu,0.29855385262057554
A_4_Mu_0.3_Lag_10,A,4.003520647787661
A_4_Mu_0.4_Lag_0,Lag,9.105546850285612e-4
A_4_Mu_0.4_Lag_0,Mu,0.4003979758851283
A_4_Mu_0.4_Lag_0,A,4.007705859729275
A_4_Mu_0.4_Lag_2,Lag,2.0219110391438364
A_4_Mu_0.4_Lag_2,Mu,0.4014871938456956
A_4_Mu_0.4_Lag_2,A,4.010147827245511
A_4_Mu_0.4_Lag_4,Lag,3.9783868710310437
A_4_Mu_0.4_Lag_4,Mu,0.39833180732866097
A_4_Mu_0.4_Lag_4,A,4.0080980775084845
A_4_Mu_0.4_Lag_6,Lag,6.008945523833562
A_4_Mu_0.4_Lag_6,Mu,0.4000261509602477
A_4_Mu_0.4_Lag_6,A,4.007990862333962
A_4_Mu_0.4_Lag_8,Lag,7.982315626362888
A_4_Mu_0.4_Lag_8,Mu,0.39822100080688966
A_4_Mu_0.4_Lag_8,A,4.007078847575729
A_4_Mu_0.4_Lag_10,Lag,10.069340918151191
A_4_Mu_0.4_Lag_10,Mu,0.4060000105874139
A_4_Mu_0.4_Lag_10,A,4.013372193207874
A_4_Mu_0.5_Lag_0,Lag,0.07175641164142628
A_4_Mu_0.5_Lag_0,Mu,0.5126812074510007
A_4_Mu_0.5_Lag_0,A,4.012962352611968
A_4_Mu_0.5_Lag_2,Lag,1.9590850841373504
A_4_Mu_0.5_Lag_2,Mu,0.4946989100272969
A_4_Mu_0.5_Lag_2,A,4.008621263331537
A_4_Mu_0.5_Lag_4,Lag,3.9998442788215174
A_4_Mu_0.5_Lag_4,Mu,0.5018729789091592
A_4_Mu_0.5_Lag_4,A,4.0178910961161485
A_4_Mu_0.5_Lag_6,Lag,5.985416626149906
A_4_Mu_0.5_Lag_6,Mu,0.49840228562755784
A_4_Mu_0.5_Lag_6,A,4.006956451265083
A_4_Mu_0.5_Lag_8,Lag,7.960409440724102
A_4_Mu_0.5_Lag_8,Mu,0.49443255843826317
A_4_Mu_0.5_Lag_8,A,4.006528136797581
A_4_Mu_0.5_Lag_10,Lag,10.004800629874302
A_4_Mu_0.5_Lag_10,Mu,0.4993438959962272
A_4_Mu_0.5_Lag_10,A,4.012484780014507
A_4_Mu_0.6_Lag_0,Lag,3.834801061567987e-4
A_4_Mu_0.6_Lag_0,Mu,0.5980276783169108
A_4_Mu_0.6_Lag_0,A,4.006681682367391
A_4_Mu_0.6_Lag_2,Lag,2.024435206377905
A_4_Mu_0.6_Lag_2,Mu,0.607680835954371
A_4_Mu_0.6_Lag_2,A,4.008778833390786
A_4_Mu_0.6_Lag_4,Lag,3.986890597210314
A_4_Mu_0.6_Lag_4,Mu,0.5980341230346294
A_4_Mu_0.6_Lag_4,A,4.011887697667442
A_4_Mu_0.6_Lag_6,Lag,5.999032973606202
A_4_Mu_0.6_Lag_6,Mu,0.5990779575145281
A_4_Mu_0.6_Lag_6,A,4.0091676713033895
A_4_Mu_0.6_Lag_8,Lag,7.952101431985912
A_4_Mu_0.6_Lag_8,Mu,0.5910308973146108
A_4_Mu_0.6_Lag_8,A,4.010040152366386
A_4_Mu_0.6_Lag_10,Lag,10.006975970610243
A_4_Mu_0.6_Lag_10,Mu,0.6004447127709855
A_4_Mu_0.6_Lag_10,A,4.0066395006223265
A_4_Mu_0.7_Lag_0,Lag,0.002716543818289338
A_4_Mu_0.7_Lag_0,Mu,0.7042240864867484
A_4_Mu_0.7_Lag_0,A,4.013586078942009
A_4_Mu_0.7_Lag_2,Lag,1.9785259973518274
A_4_Mu_0.7_Lag_2,Mu,0.6971998900500536
A_4_Mu_0.7_Lag_2,A,4.010995986765106
A_4_Mu_0.7_Lag_4,Lag,3.952881201274974
A_4_Mu_0.7_Lag_4,Mu,0.6847495351977322
A_4_Mu_0.7_Lag_4,A,4.010246263642921
A_4_Mu_0.7_Lag_6,Lag,5.993626337285521
A_4_Mu_0.7_Lag_6,Mu,0.7002037888961837
A_4_Mu_0.7_Lag_6,A,4.011827700288237
A_4_Mu_0.7_Lag_8,Lag,8.023495272840558
A_4_Mu_0.7_Lag_8,Mu,0.7051105269498504
A_4_Mu_0.7_Lag_8,A,4.006648463537588
A_4_Mu_0.7_Lag_10,Lag,10.010551015592489
A_4_Mu_0.7_Lag_10,Mu,0.7000451293025632
A_4_Mu_0.7_Lag_10,A,4.011065167187478
A_4_Mu_0.8_Lag_0,Lag,0.00822997947009396
A_4_Mu_0.8_Lag_0,Mu,0.8025857313509516
A_4_Mu_0.8_Lag_0,A,4.016364262346553
A_4_Mu_0.8_Lag_2,Lag,1.9999512926826357
A_4_Mu_0.8_Lag_2,Mu,0.7972814400669964
A_4_Mu_0.8_Lag_2,A,4.019747991716446
A_4_Mu_0.8_Lag_4,Lag,3.9978532971835037
A_4_Mu_0.8_Lag_4,Mu,0.7991336654533546
A_4_Mu_0.8_Lag_4,A,4.009306581114497
A_4_Mu_0.8_Lag_6,Lag,6.0288494594081925
A_4_Mu_0.8_Lag_6,Mu,0.8091725516944516
A_4_Mu_0.8_Lag_6,A,4.00778360555788
A_4_Mu_0.8_Lag_8,Lag,8.001637381770639
A_4_Mu_0.8_Lag_8,Mu,0.7973286867555434
A_4_Mu_0.8_Lag_8,A,4.021807540739494
A_4_Mu_0.8_Lag_10,Lag,9.9791930279594
A_4_Mu_0.8_Lag_10,Mu,0.7948133923725366
A_4_Mu_0.8_Lag_10,A,4.009207512228111
A_4_Mu_0.9_Lag_0,Lag,-0.028629977329513102
A_4_Mu_0.9_Lag_0,Mu,0.8827701167660106
A_4_Mu_0.9_Lag_0,A,4.019357353167214
A_4_Mu_0.9_Lag_2,Lag,2.0257028777237336
A_4_Mu_0.9_Lag_2,Mu,0.9143187749747798
A_4_Mu_0.9_Lag_2,A,4.011837109494554
A_4_Mu_0.9_Lag_4,Lag,3.947035310960362
A_4_Mu_0.9_Lag_4,Mu,0.8717743414134589
A_4_Mu_0.9_Lag_4,A,4.012757875364047
A_4_Mu_0.9_Lag_6,Lag,6.0054742169299065
A_4_Mu_0.9_Lag_6,Mu,0.8951308341024831
A_4_Mu_0.9_Lag_6,A,4.014796123916545
A_4_Mu_0.9_Lag_8,Lag,7.98946184233283
A_4_Mu_0.9_Lag_8,Mu,0.8891537103598361
A_4_Mu_0.9_Lag_8,A,4.0122130317441655
A_4_Mu_0.9_Lag_10,Lag,9.972248243217086
A_4_Mu_0.9_Lag_10,Mu,0.882033870505161
A_4_Mu_0.9_Lag_10,A,4.009659566691846
A_4_Mu_1_Lag_0,Lag,-0.0034619294027854654
A_4_Mu_1_Lag_0,Mu,0.9975945340541608
A_4_Mu_1_Lag_0,A,4.018245171001854
A_4_Mu_1_Lag_2,Lag,2.01686580898526
A_4_Mu_1_Lag_2,Mu,1.0117913969602517
A_4_Mu_1_Lag_2,A,4.013814303702793
A_4_Mu_1_Lag_4,Lag,4.010763316586835
A_4_Mu_1_Lag_4,Mu,1.0050267095534395
A_4_Mu_1_Lag_4,A,4.016017835271751
A_4_Mu_1_Lag_6,Lag,6.016028576357806
A_4_Mu_1_Lag_6,Mu,1.0052179835454582
A_4_Mu_1_Lag_6,A,4.008638236304599
A_4_Mu_1_Lag_8,Lag,7.953933478740415
A_4_Mu_1_Lag_8,Mu,0.9761718926855488
A_4_Mu_1_Lag_8,A,4.0184246251899705
A_4_Mu_1_Lag_10,Lag,10.006324062167668
A_4_Mu_1_Lag_10,Mu,1.0046276776076963
A_4_Mu_1_Lag_10,A,4.011788336739016
A_5_Mu_0.1_Lag_0,Lag,0.24436507250022543
A_5_Mu_0.1_Lag_0,Mu,0.10150268844479815
A_5_Mu_0.1_Lag_0,A,4.090335972288857
A_5_Mu_0.1_Lag_2,Lag,1.9492032758638278
A_5_Mu_0.1_Lag_2,Mu,0.0999542867752019
A_5_Mu_0.1_Lag_2,A,4.009905948298766
A_5_Mu_0.1_Lag_4,Lag,4.008506090741824
A_5_Mu_0.1_Lag_4,Mu,0.10069833678804135
A_5_Mu_0.1_Lag_4,A,3.8989066880888665
A_5_Mu_0.1_Lag_6,Lag,5.981689544534137
A_5_Mu_0.1_Lag_6,Mu,0.10007720087313798
A_5_Mu_0.1_Lag_6,A,3.7910959605712073
A_5_Mu_0.1_Lag_8,Lag,8.084717016962069
A_5_Mu_0.1_Lag_8,Mu,0.10059114386898214
A_5_Mu_0.1_Lag_8,A,3.672187206738069
A_5_Mu_0.1_Lag_10,Lag,9.821859148547231
A_5_Mu_0.1_Lag_10,Mu,0.09900435756283625
A_5_Mu_0.1_Lag_10,A,3.5482830405365022
A_5_Mu_0.2_Lag_0,Lag,-0.008309031518547874
A_5_Mu_0.2_Lag_0,Mu,0.19974209411802313
A_5_Mu_0.2_Lag_0,A,4.924732538192221
A_5_Mu_0.2_Lag_2,Lag,2.0007018445646194
A_5_Mu_0.2_Lag_2,Mu,0.20031546358368282
A_5_Mu_0.2_Lag_2,A,4.911047043566412
A_5_Mu_0.2_Lag_4,Lag,4.078196500847612
A_5_Mu_0.2_Lag_4,Mu,0.2025807596025659
A_5_Mu_0.2_Lag_4,A,4.886309971369493
A_5_Mu_0.2_Lag_6,Lag,5.944464275390882
A_5_Mu_0.2_Lag_6,Mu,0.19812194836322114
A_5_Mu_0.2_Lag_6,A,4.8662482618969225
A_5_Mu_0.2_Lag_8,Lag,7.995235412700121
A_5_Mu_0.2_Lag_8,Mu,0.19989835713343762
A_5_Mu_0.2_Lag_8,A,4.832564122443609
A_5_Mu_0.2_Lag_10,Lag,9.919957033651743
A_5_Mu_0.2_Lag_10,Mu,0.19823947352282467
A_5_Mu_0.2_Lag_10,A,4.783328523166313
A_5_Mu_0.3_Lag_0,Lag,0.010942473656503957
A_5_Mu_0.3_Lag_0,Mu,0.3018728385775183
A_5_Mu_0.3_Lag_0,A,4.990021487523175
A_5_Mu_0.3_Lag_2,Lag,2.0172786759366486
A_5_Mu_0.3_Lag_2,Mu,0.30129647475529897
A_5_Mu_0.3_Lag_2,A,4.994875938760552
A_5_Mu_0.3_Lag_4,Lag,3.949641411261393
A_5_Mu_0.3_Lag_4,Mu,0.2974491675209809
A_5_Mu_0.3_Lag_4,A,4.989877531527313
A_5_Mu_0.3_Lag_6,Lag,5.942563583696719
A_5_Mu_0.3_Lag_6,Mu,0.29759689399031153
A_5_Mu_0.3_Lag_6,A,4.986709913239598
A_5_Mu_0.3_Lag_8,Lag,8.009230666652902
A_5_Mu_0.3_Lag_8,Mu,0.3005603565198881
A_5_Mu_0.3_Lag_8,A,4.973158476954179
A_5_Mu_0.3_Lag_10,Lag,10.074004257348188
A_5_Mu_0.3_Lag_10,Mu,0.3024741158411024
A_5_Mu_0.3_Lag_10,A,4.974043349248591
A_5_Mu_0.4_Lag_0,Lag,0.029294429704538206
A_5_Mu_0.4_Lag_0,Mu,0.40122922356699503
A_5_Mu_0.4_Lag_0,A,5.000520863812287
A_5_Mu_0.4_Lag_2,Lag,2.025894645275414
A_5_Mu_0.4_Lag_2,Mu,0.4026332097750424
A_5_Mu_0.4_Lag_2,A,5.001939273961357
A_5_Mu_0.4_Lag_4,Lag,4.064034754358093
A_5_Mu_0.4_Lag_4,Mu,0.4044513860893865
A_5_Mu_0.4_Lag_4,A,5.001867362452966
A_5_Mu_0.4_Lag_6,Lag,5.984620225858832
A_5_Mu_0.4_Lag_6,Mu,0.39796087249525836
A_5_Mu_0.4_Lag_6,A,5.002441680383959
A_5_Mu_0.4_Lag_8,Lag,7.9961337040396785
A_5_Mu_0.4_Lag_8,Mu,0.3992741156411594
A_5_Mu_0.4_Lag_8,A,5.002250422696542
A_5_Mu_0.4_Lag_10,Lag,10.022210143064857
A_5_Mu_0.4_Lag_10,Mu,0.40070646989217923
A_5_Mu_0.4_Lag_10,A,4.994352339881278
A_5_Mu_0.5_Lag_0,Lag,0.012574181329004407
A_5_Mu_0.5_Lag_0,Mu,0.4991563964003043
A_5_Mu_0.5_Lag_0,A,5.00807941224449
A_5_Mu_0.5_Lag_2,Lag,2.0470474732074013
A_5_Mu_0.5_Lag_2,Mu,0.5061470163724932
A_5_Mu_0.5_Lag_2,A,5.006705394489845
A_5_Mu_0.5_Lag_4,Lag,4.065198919744103
A_5_Mu_0.5_Lag_4,Mu,0.5102637404783883
A_5_Mu_0.5_Lag_4,A,5.008085846366127
A_5_Mu_0.5_Lag_6,Lag,5.939447692189748
A_5_Mu_0.5_Lag_6,Mu,0.49240002839283487
A_5_Mu_0.5_Lag_6,A,5.010279536765655
A_5_Mu_0.5_Lag_8,Lag,7.9986993292476365
A_5_Mu_0.5_Lag_8,Mu,0.4978931877680263
A_5_Mu_0.5_Lag_8,A,5.003930276728628
A_5_Mu_0.5_Lag_10,Lag,9.935753065534897
A_5_Mu_0.5_Lag_10,Mu,0.4928153306377559
A_5_Mu_0.5_Lag_10,A,5.008888011792998
A_5_Mu_0.6_Lag_0,Lag,-0.010283100137040533
A_5_Mu_0.6_Lag_0,Mu,0.5968379844807766
A_5_Mu_0.6_Lag_0,A,5.010478439242503
A_5_Mu_0.6_Lag_2,Lag,1.9963068309896617
A_5_Mu_0.6_Lag_2,Mu,0.5988638012165103
A_5_Mu_0.6_Lag_2,A,5.013089340955117
A_5_Mu_0.6_Lag_4,Lag,3.9725995549094075
A_5_Mu_0.6_Lag_4,Mu,0.5936122862099751
A_5_Mu_0.6_Lag_4,A,5.016299888036005
A_5_Mu_0.6_Lag_6,Lag,5.997080229152071
A_5_Mu_0.6_Lag_6,Mu,0.5988409666084525
A_5_Mu_0.6_Lag_6,A,5.0022547223607745
A_5_Mu_0.6_Lag_8,Lag,8.019677970725994
A_5_Mu_0.6_Lag_8,Mu,0.60218934071435
A_5_Mu_0.6_Lag_8,A,5.009667857546223
A_5_Mu_0.6_Lag_10,Lag,9.986096471828292
A_5_Mu_0.6_Lag_10,Mu,0.5951263158740615
A_5_Mu_0.6_Lag_10,A,5.0064289568328055
A_5_Mu_0.7_Lag_0,Lag,-0.0014211373154789963
A_5_Mu_0.7_Lag_0,Mu,0.7000052239970028
A_5_Mu_0.7_Lag_0,A,5.008690133537152
A_5_Mu_0.7_Lag_2,Lag,2.0281852467487784
A_5_Mu_0.7_Lag_2,Mu,0.7084242609217121
A_5_Mu_0.7_Lag_2,A,5.0109501288192915
A_5_Mu_0.7_Lag_4,Lag,3.961026557856731
A_5_Mu_0.7_Lag_4,Mu,0.6881054100080441
A_5_Mu_0.7_Lag_4,A,5.010619834089549
A_5_Mu_0.7_Lag_6,Lag,5.990030397235248
A_5_Mu_0.7_Lag_6,Mu,0.6965281165754069
A_5_Mu_0.7_Lag_6,A,5.007475370664659
A_5_Mu_0.7_Lag_8,Lag,8.00575398699286
A_5_Mu_0.7_Lag_8,Mu,0.6989671334646114
A_5_Mu_0.7_Lag_8,A,5.0155973884193354
A_5_Mu_0.7_Lag_10,Lag,9.971923909721037
A_5_Mu_0.7_Lag_10,Mu,0.6934597013523758
A_5_Mu_0.7_Lag_10,A,5.009823867876751
A_5_Mu_0.8_Lag_0,Lag,0.02097868590369598
A_5_Mu_0.8_Lag_0,Mu,0.8072643318237995
A_5_Mu_0.8_Lag_0,A,5.005270117226168
A_5_Mu_0.8_Lag_2,Lag,1.9697768182108233
A_5_Mu_0.8_Lag_2,Mu,0.7873280988939317
A_5_Mu_0.8_Lag_2,A,5.00994014608522
A_5_Mu_0.8_Lag_4,Lag,3.9763738333991756
A_5_Mu_0.8_Lag_4,Mu,0.7911958219724907
A_5_Mu_0.8_Lag_4,A,5.006964505203961
A_5_Mu_0.8_Lag_6,Lag,5.985036692365296
A_5_Mu_0.8_Lag_6,Mu,0.7951313861813865
A_5_Mu_0.8_Lag_6,A,5.006507407370436
A_5_Mu_0.8_Lag_8,Lag,7.981013728310579
A_5_Mu_0.8_Lag_8,Mu,0.7965662830783514
A_5_Mu_0.8_Lag_8,A,5.00979800007114
A_5_Mu_0.8_Lag_10,Lag,9.991144605886536
A_5_Mu_0.8_Lag_10,Mu,0.7975358752165596
A_5_Mu_0.8_Lag_10,A,5.010476998717572
A_5_Mu_0.9_Lag_0,Lag,0.017919155724698765
A_5_Mu_0.9_Lag_0,Mu,0.9085728839022825
A_5_Mu_0.9_Lag_0,A,5.011816037123532
A_5_Mu_0.9_Lag_2,Lag,2.0068113424638536
A_5_Mu_0.9_Lag_2,Mu,0.9026659064765057
A_5_Mu_0.9_Lag_2,A,5.015171390019978
A_5_Mu_0.9_Lag_4,Lag,3.975287921635704
A_5_Mu_0.9_Lag_4,Mu,0.8898153484111403
A_5_Mu_0.9_Lag_4,A,5.01137845116695
A_5_Mu_0.9_Lag_6,Lag,6.023990208030718
A_5_Mu_0.9_Lag_6,Mu,0.903254262059987
A_5_Mu_0.9_Lag_6,A,5.0107992652850815
A_5_Mu_0.9_Lag_8,Lag,7.976097281775946
A_5_Mu_0.9_Lag_8,Mu,0.8870643100598781
A_5_Mu_0.9_Lag_8,A,5.013336345742131
A_5_Mu_0.9_Lag_10,Lag,9.98919756932906
A_5_Mu_0.9_Lag_10,Mu,0.8930634813774749
A_5_Mu_0.9_Lag_10,A,5.010142946456584
A_5_Mu_1_Lag_0,Lag,0.040079874747598596
A_5_Mu_1_Lag_0,Mu,1.013091772957709
A_5_Mu_1_Lag_0,A,5.02223599686688
A_5_Mu_1_Lag_2,Lag,1.9701105624853235
A_5_Mu_1_Lag_2,Mu,0.9846755378958796
A_5_Mu_1_Lag_2,A,5.016674060631001
A_5_Mu_1_Lag_4,Lag,3.9742384596942038
A_5_Mu_1_Lag_4,Mu,0.9827083691229691
A_5_Mu_1_Lag_4,A,5.012464075887378
A_5_Mu_1_Lag_6,Lag,5.992133949655758
A_5_Mu_1_Lag_6,Mu,0.9924553770765285
A_5_Mu_1_Lag_6,A,5.010520045599779
A_5_Mu_1_Lag_8,Lag,7.9731371929078385
A_5_Mu_1_Lag_8,Mu,0.9907493119654893
A_5_Mu_1_Lag_8,A,5.0119846995843265
A_5_Mu_1_Lag_10,Lag,9.989126094271205
A_5_Mu_1_Lag_10,Mu,0.9941814837951287
A_5_Mu_1_Lag_10,A,5.017125091690978
A_1_Mu_0.1_Lag_0,Mu_r,0.26183172092847135
A_1_Mu_0.1_Lag_2,Mu_r,0.27089574571384595
A_1_Mu_0.1_Lag_4,Mu_r,0.2688582194205426
A_1_Mu_0.1_Lag_6,Mu_r,0.27323851960108797
A_1_Mu_0.1_Lag_8,Mu_r,0.2670008953199865
A_1_Mu_0.1_Lag_10,Mu_r,0.27240593181189726
A_1_Mu_0.2_Lag_0,Mu_r,0.5100266741816156
A_1_Mu_0.2_Lag_2,Mu_r,0.5250874495834635
A_1_Mu_0.2_Lag_4,Mu_r,0.5282598956470652
A_1_Mu_0.2_Lag_6,Mu_r,0.5114443860407534
A_1_Mu_0.2_Lag_8,Mu_r,0.4974444510605296
A_1_Mu_0.2_Lag_10,Mu_r,0.5160378914469286
A_1_Mu_0.3_Lag_0,Mu_r,0.7226386686728569
A_1_Mu_0.3_Lag_2,Mu_r,0.7688722471446002
A_1_Mu_0.3_Lag_4,Mu_r,0.8075333249944533
A_1_Mu_0.3_Lag_6,Mu_r,0.7489611768640244
A_1_Mu_0.3_Lag_8,Mu_r,0.8025375248740713
A_1_Mu_0.3_Lag_10,Mu_r,0.778023169608444
A_1_Mu_0.4_Lag_0,Mu_r,0.9574115483197753
A_1_Mu_0.4_Lag_2,Mu_r,0.9915682189057308
A_1_Mu_0.4_Lag_4,Mu_r,0.9960421696940842
A_1_Mu_0.4_Lag_6,Mu_r,1.0362264101525722
A_1_Mu_0.4_Lag_8,Mu_r,0.9686591232340098
A_1_Mu_0.4_Lag_10,Mu_r,1.0117314294618907
A_1_Mu_0.5_Lag_0,Mu_r,1.1753400589132348
A_1_Mu_0.5_Lag_2,Mu_r,1.1866261974576704
A_1_Mu_0.5_Lag_4,Mu_r,1.2312675799599988
A_1_Mu_0.5_Lag_6,Mu_r,1.2310685114287527
A_1_Mu_0.5_Lag_8,Mu_r,1.2377329827147574
A_1_Mu_0.5_Lag_10,Mu_r,1.2677085259069234
A_1_Mu_0.6_Lag_0,Mu_r,1.396262808507002
A_1_Mu_0.6_Lag_2,Mu_r,1.4570357307880182
A_1_Mu_0.6_Lag_4,Mu_r,1.3954006049075998
A_1_Mu_0.6_Lag_6,Mu_r,1.3022285508592826
