well,term,estimate
A_1_Mu_0.6_Lag_8,Mu_r,1.396253170806718
A_1_Mu_0.6_Lag_10,Mu_r,1.3478869309850312
A_1_Mu_0.7_Lag_0,Mu_r,1.568620367331728
A_1_Mu_0.7_Lag_2,Mu_r,3.1092109574142124
A_1_Mu_0.7_Lag_4,Mu_r,2.9684619342375496
A_1_Mu_0.7_Lag_6,Mu_r,1.7378749098390913
A_1_Mu_0.7_Lag_8,Mu_r,1.6969669495483501
A_1_Mu_0.7_Lag_10,Mu_r,1.7775707187522252
A_1_Mu_0.8_Lag_0,Mu_r,2.4529956455263435
A_1_Mu_0.8_Lag_2,Mu_r,1.7790861022564703
A_1_Mu_0.8_Lag_4,Mu_r,1.849300611785581
A_1_Mu_0.8_Lag_6,Mu_r,1.8421111288347798
A_1_Mu_0.8_Lag_8,Mu_r,1.935385358818427
A_1_Mu_0.8_Lag_10,Mu_r,2.0239137766121837
A_1_Mu_0.9_Lag_0,Mu_r,2.0454122652623408
A_1_Mu_0.9_Lag_2,Mu_r,2.182530050394564
A_1_Mu_0.9_Lag_4,Mu_r,2.0709378299683685
A_1_Mu_0.9_Lag_6,Mu_r,1.8514244635745574
A_1_Mu_0.9_Lag_8,Mu_r,1.8607498536901286
A_1_Mu_0.9_Lag_10,Mu_r,1.7005840573243491
A_1_Mu_1_Lag_0,Mu_r,2.521610884421985
A_1_Mu_1_Lag_2,Mu_r,7.756902158371862
A_1_Mu_1_Lag_4,Mu_r,2.232442495420826
A_1_Mu_1_Lag_6,Mu_r,2.358285540345779
A_1_Mu_1_Lag_8,Mu_r,2.0645557033162887
A_1_Mu_1_Lag_10,Mu_r,1.877245185893641
A_2_Mu_0.1_Lag_0,Mu_r,0.1354407810051757
A_2_Mu_0.1_Lag_2,Mu_r,0.14036975807175858
A_2_Mu_0.1_Lag_4,Mu_r,0.13623280178571925
A_2_Mu_0.1_Lag_6,Mu_r,0.13879376202554083
A_2_Mu_0.1_Lag_8,Mu_r,0.13647795073980498
A_2_Mu_0.1_Lag_10,Mu_r,0.14055955288310362
A_2_Mu_0.2_Lag_0,Mu_r,0.26206711243789793
A_2_Mu_0.2_Lag_2,Mu_r,0.2651659631958164
A_2_Mu_0.2_Lag_4,Mu_r,0.2695713309935611
A_2_Mu_0.2_Lag_6,Mu_r,0.27338106903859544
A_2_Mu_0.2_Lag_8,Mu_r,0.2650365401802943
A_2_Mu_0.2_Lag_10,Mu_r,0.2660699837753227
A_2_Mu_0.3_Lag_0,Mu_r,0.3940211993964182
A_2_Mu_0.3_Lag_2,Mu_r,0.39774046930345647
A_2_Mu_0.3_Lag_4,Mu_r,0.40201847695785287
A_2_Mu_0.3_Lag_6,Mu_r,0.3845781225216741
A_2_Mu_0.3_Lag_8,Mu_r,0.40323739795986135
A_2_Mu_0.3_Lag_10,Mu_r,0.3898653062397881
A_2_Mu_0.4_Lag_0,Mu_r,0.5202777155433728
A_2_Mu_0.4_Lag_2,Mu_r,0.5506850953646765
A_2_Mu_0.4_Lag_4,Mu_r,0.5162562587565308
A_2_Mu_0.4_Lag_6,Mu_r,0.5270270676777652
A_2_Mu_0.4_Lag_8,Mu_r,0.5058663049629724
A_2_Mu_0.4_Lag_10,Mu_r,0.5329636695421041
A_2_Mu_0.5_Lag_0,Mu_r,0.6511084004922671
A_2_Mu_0.5_Lag_2,Mu_r,0.6752013046980023
A_2_Mu_0.5_Lag_4,Mu_r,0.6903516269176885
A_2_Mu_0.5_Lag_6,Mu_r,0.670714230388923
A_2_Mu_0.5_Lag_8,Mu_r,0.6569112122585669
A_2_Mu_0.5_Lag_10,Mu_r,0.6823704551891422
A_2_Mu_0.6_Lag_0,Mu_r,0.7655001650736788
A_2_Mu_0.6_Lag_2,Mu_r,0.7908459133475488
A_2_Mu_0.6_Lag_4,Mu_r,0.7811488306350803
A_2_Mu_0.6_Lag_6,Mu_r,0.780332120473798
A_2_Mu_0.6_Lag_8,Mu_r,0.7705681398832829
A_2_Mu_0.6_Lag_10,Mu_r,0.7930780159510374
A_2_Mu_0.7_Lag_0,Mu_r,0.925733345568161
A_2_Mu_0.7_Lag_2,Mu_r,0.8964049190690795
A_2_Mu_0.7_Lag_4,Mu_r,0.9291834180784028
A_2_Mu_0.7_Lag_6,Mu_r,0.9293836563648671
A_2_Mu_0.7_Lag_8,Mu_r,0.9154297199949005
A_2_Mu_0.7_Lag_10,Mu_r,0.9080009022768033
A_2_Mu_0.8_Lag_0,Mu_r,1.0175251740587716
A_2_Mu_0.8_Lag_2,Mu_r,1.0681399984240645
A_2_Mu_0.8_Lag_4,Mu_r,1.0489050529353587
A_2_Mu_0.8_Lag_6,Mu_r,1.0724356967910311
A_2_Mu_0.8_Lag_8,Mu_r,1.0714947209712218
A_2_Mu_0.8_Lag_10,Mu_r,1.111977377859335
A_2_Mu_0.9_Lag_0,Mu_r,1.1427876691934074
A_2_Mu_0.9_Lag_2,Mu_r,1.1368541265084642
A_2_Mu_0.9_Lag_4,Mu_r,1.1675979745682283
A_2_Mu_0.9_Lag_6,Mu_r,1.1638660692486058
A_2_Mu_0.9_Lag_8,Mu_r,1.1630497073229942
A_2_Mu_0.9_Lag_10,Mu_r,1.1475810056555005
A_2_Mu_1_Lag_0,Mu_r,1.2110757293168277
A_2_Mu_1_Lag_2,Mu_r,1.244379011450002
A_2_Mu_1_Lag_4,Mu_r,1.2583781830691492
A_2_Mu_1_Lag_6,Mu_r,1.2155389151126517
A_2_Mu_1_Lag_8,Mu_r,1.2394335151314666
A_2_Mu_1_Lag_10,Mu_r,1.2995625080217266
A_3_Mu_0.1_Lag_0,Mu_r,0.09460694013671465
A_3_Mu_0.1_Lag_2,Mu_r,0.09768179327744278
A_3_Mu_0.1_Lag_4,Mu_r,0.09695426083337057
A_3_Mu_0.1_Lag_6,Mu_r,0.09682766222229156
A_3_Mu_0.1_Lag_8,Mu_r,0.09660743143491966
A_3_Mu_0.1_Lag_10,Mu_r,0.09964059036899421
A_3_Mu_0.2_Lag_0,Mu_r,0.1760875060382926
A_3_Mu_0.2_Lag_2,Mu_r,0.19208280281923584
A_3_Mu_0.2_Lag_4,Mu_r,0.1782496744239451
A_3_Mu_0.2_Lag_6,Mu_r,0.181267909624795
A_3_Mu_0.2_Lag_8,Mu_r,0.18300492890424896
A_3_Mu_0.2_Lag_10,Mu_r,0.18079640817731268
A_3_Mu_0.3_Lag_0,Mu_r,0.26845781044756106
A_3_Mu_0.3_Lag_2,Mu_r,0.2739918791871737
A_3_Mu_0.3_Lag_4,Mu_r,0.2716059241825447
A_3_Mu_0.3_Lag_6,Mu_r,0.2687241423647122
A_3_Mu_0.3_Lag_8,Mu_r,0.27176158350387214
A_3_Mu_0.3_Lag_10,Mu_r,0.27192918270128
A_3_Mu_0.4_Lag_0,Mu_r,0.3580028772196335
A_3_Mu_0.4_Lag_2,Mu_r,0.36015185313915465
A_3_Mu_0.4_Lag_4,Mu_r,0.3561932740655627
A_3_Mu_0.4_Lag_6,Mu_r,0.36160323761976126
A_3_Mu_0.4_Lag_8,Mu_r,0.35307938859795385
A_3_Mu_0.4_Lag_10,Mu_r,0.35707681400857155
A_3_Mu_0.5_Lag_0,Mu_r,0.44939740637223097
A_3_Mu_0.5_Lag_2,Mu_r,0.4507796910232696
A_3_Mu_0.5_Lag_4,Mu_r,0.44291516192484603
A_3_Mu_0.5_Lag_6,Mu_r,0.45301406709665165
A_3_Mu_0.5_Lag_8,Mu_r,0.44694488146425587
A_3_Mu_0.5_Lag_10,Mu_r,0.4466280511330369
A_3_Mu_0.6_Lag_0,Mu_r,0.5329294961619838
A_3_Mu_0.6_Lag_2,Mu_r,0.5392745762223952
A_3_Mu_0.6_Lag_4,Mu_r,0.5419815061682364
A_3_Mu_0.6_Lag_6,Mu_r,0.5292965098772864
A_3_Mu_0.6_Lag_8,Mu_r,0.5370367132774845
A_3_Mu_0.6_Lag_10,Mu_r,0.5266033635693729
A_3_Mu_0.7_Lag_0,Mu_r,0.6063117160939966
A_3_Mu_0.7_Lag_2,Mu_r,0.6160364828451566
A_3_Mu_0.7_Lag_4,Mu_r,0.6293782072892588
A_3_Mu_0.7_Lag_6,Mu_r,0.6388779673044369
A_3_Mu_0.7_Lag_8,Mu_r,0.6224617023767574
A_3_Mu_0.7_Lag_10,Mu_r,0.6319886661526456
A_3_Mu_0.8_Lag_0,Mu_r,0.6969912333713054
A_3_Mu_0.8_Lag_2,Mu_r,0.6968455959638815
A_3_Mu_0.8_Lag_4,Mu_r,0.7263186810205204
A_3_Mu_0.8_Lag_6,Mu_r,0.7095679391838827
A_3_Mu_0.8_Lag_8,Mu_r,0.7064274425821154
A_3_Mu_0.8_Lag_10,Mu_r,0.708553214588706
A_3_Mu_0.9_Lag_0,Mu_r,0.7862253745603703
A_3_Mu_0.9_Lag_2,Mu_r,0.7914863322832351
A_3_Mu_0.9_Lag_4,Mu_r,0.7809002974442228
A_3_Mu_0.9_Lag_6,Mu_r,0.7818826780275949
A_3_Mu_0.9_Lag_8,Mu_r,0.7707960091812367
A_3_Mu_0.9_Lag_10,Mu_r,0.7886349224114003
A_3_Mu_1_Lag_0,Mu_r,0.8804920294660432
A_3_Mu_1_Lag_2,Mu_r,0.8796213414170235
A_3_Mu_1_Lag_4,Mu_r,0.890495640226335
A_3_Mu_1_Lag_6,Mu_r,0.8763633352495407
A_3_Mu_1_Lag_8,Mu_r,0.9004233629224917
A_3_Mu_1_Lag_10,Mu_r,0.8903331530084817
A_4_Mu_0.1_Lag_0,Mu_r,0.0756953474914527
A_4_Mu_0.1_Lag_2,Mu_r,0.07712193868838735
A_4_Mu_0.1_Lag_4,Mu_r,0.07928229647414173
A_4_Mu_0.1_Lag_6,Mu_r,0.07960057708155743
A_4_Mu_0.1_Lag_8,Mu_r,0.080863281268226
A_4_Mu_0.1_Lag_10,Mu_r,0.08373031164905188
A_4_Mu_0.2_Lag_0,Mu_r,0.13623594277254703
A_4_Mu_0.2_Lag_2,Mu_r,0.13798959377137537
A_4_Mu_0.2_Lag_4,Mu_r,0.13720821368724
A_4_Mu_0.2_Lag_6,Mu_r,0.13672856383597545
A_4_Mu_0.2_Lag_8,Mu_r,0.13762908740688973
A_4_Mu_0.2_Lag_10,Mu_r,0.1362320794788514
A_4_Mu_0.3_Lag_0,Mu_r,0.20499566115409443
A_4_Mu_0.3_Lag_2,Mu_r,0.20402645730401056
A_4_Mu_0.3_Lag_4,Mu_r,0.20307092339133068
A_4_Mu_0.3_Lag_6,Mu_r,0.20266068503715062
A_4_Mu_0.3_Lag_8,Mu_r,0.20523041132408415
A_4_Mu_0.3_Lag_10,Mu_r,0.20270996050524018
A_4_Mu_0.4_Lag_0,Mu_r,0.2715754549097197
A_4_Mu_0.4_Lag_2,Mu_r,0.27214840709236354
A_4_Mu_0.4_Lag_4,Mu_r,0.27014760931993603
A_4_Mu_0.4_Lag_6,Mu_r,0.2713039661049634
A_4_Mu_0.4_Lag_8,Mu_r,0.2701411555350448
A_4_Mu_0.4_Lag_10,Mu_r,0.27498632023256875
A_4_Mu_0.5_Lag_0,Mu_r,0.3472776187644569
A_4_Mu_0.5_Lag_2,Mu_r,0.3354597427266303
A_4_Mu_0.5_Lag_4,Mu_r,0.33953936682905556
A_4_Mu_0.5_Lag_6,Mu_r,0.3381114551060584
A_4_Mu_0.5_Lag_8,Mu_r,0.33545428688178663
A_4_Mu_0.5_Lag_10,Mu_r,0.3382835108557297
A_4_Mu_0.6_Lag_0,Mu_r,0.40572421264169456
A_4_Mu_0.6_Lag_2,Mu_r,0.41205759722103935
A_4_Mu_0.6_Lag_4,Mu_r,0.40520209236879473
A_4_Mu_0.6_Lag_6,Mu_r,0.40618473939072863
A_4_Mu_0.6_Lag_8,Mu_r,0.40064151160184214
A_4_Mu_0.6_Lag_10,Mu_r,0.40736830739730007
A_4_Mu_0.7_Lag_0,Mu_r,0.4769499145673507
A_4_Mu_0.7_Lag_2,Mu_r,0.4724975537697269
A_4_Mu_0.7_Lag_4,Mu_r,0.4641466125032738
A_4_Mu_0.7_Lag_6,Mu_r,0.47443494032356365
A_4_Mu_0.7_Lag_8,Mu_r,0.4783771648313411
A_4_Mu_0.7_Lag_10,Mu_r,0.47441761097557283
A_4_Mu_0.8_Lag_0,Mu_r,0.5431913210076164
A_4_Mu_0.8_Lag_2,Mu_r,0.5391471443403492
A_4_Mu_0.8_Lag_4,Mu_r,0.5418070375421082
A_4_Mu_0.8_Lag_6,Mu_r,0.5488218077214996
A_4_Mu_0.8_Lag_8,Mu_r,0.5389029829404
A_4_Mu_0.8_Lag_10,Mu_r,0.5388912384586065
A_4_Mu_0.9_Lag_0,Mu_r,0.597015332617997
A_4_Mu_0.9_Lag_2,Mu_r,0.6195107237905798
A_4_Mu_0.9_Lag_4,Mu_r,0.5905485514911786
A_4_Mu_0.9_Lag_6,Mu_r,0.6060626256808518
A_4_Mu_0.9_Lag_8,Mu_r,0.6024033007358507
A_4_Mu_0.9_Lag_10,Mu_r,0.5979601515790832
A_4_Mu_1_Lag_0,Mu_r,0.6748575506689117
A_4_Mu_1_Lag_2,Mu_r,0.6852170928812097
A_4_Mu_1_Lag_4,Mu_r,0.6802623777466963
A_4_Mu_1_Lag_6,Mu_r,0.6816443932418336
A_4_Mu_1_Lag_8,Mu_r,0.6603359686544216
A_4_Mu_1_Lag_10,Mu_r,0.6807091828348538
A_5_Mu_0.1_Lag_0,Mu_r,0.06745482899411812
A_5_Mu_0.1_Lag_2,Mu_r,0.067758178102129335
A_5_Mu_0.1_Lag_4,Mu_r,0.07020595283370445
A_5_Mu_0.1_Lag_6,Mu_r,0.07175709594423152
A_5_Mu_0.1_Lag_8,Mu_r,0.07446109446197069
A_5_Mu_0.1_Lag_10,Mu_r,0.07584562534239891
A_5_Mu_0.2_Lag_0,Mu_r,0.11025071932509202
A_5_Mu_0.2_Lag_2,Mu_r,0.11087531432471223
A_5_Mu_0.2_Lag_4,Mu_r,0.1126968204738652
A_5_Mu_0.2_Lag_6,Mu_r,0.11067073915474905
A_5_Mu_0.2_Lag_8,Mu_r,0.11244135783135295
A_5_Mu_0.2_Lag_10,Mu_r,0.11265602100097405
A_5_Mu_0.3_Lag_0,Mu_r,0.16444327016674146
A_5_Mu_0.3_Lag_2,Mu_r,0.1639697847048691
A_5_Mu_0.3_Lag_4,Mu_r,0.1620381786634891
A_5_Mu_0.3_Lag_6,Mu_r,0.16222163374532123
A_5_Mu_0.3_Lag_8,Mu_r,0.16428347483178576
A_5_Mu_0.3_Lag_10,Mu_r,0.1653001059579211
A_5_Mu_0.4_Lag_0,Mu_r,0.21810810057042807
A_5_Mu_0.4_Lag_2,Mu_r,0.21880924132028798
A_5_Mu_0.4_Lag_4,Mu_r,0.21980048122721305
A_5_Mu_0.4_Lag_6,Mu_r,0.21624835975269927
A_5_Mu_0.4_Lag_8,Mu_r,0.2169702596649189
A_5_Mu_0.4_Lag_10,Mu_r,0.21809296612016255
A_5_Mu_0.5_Lag_0,Mu_r,0.27093175850539153
A_5_Mu_0.5_Lag_2,Mu_r,0.27480151691136245
A_5_Mu_0.5_Lag_4,Mu_r,0.27696023910420453
A_5_Mu_0.5_Lag_6,Mu_r,0.2671471800507576
A_5_Mu_0.5_Lag_8,Mu_r,0.2704701964209185
A_5_Mu_0.5_Lag_10,Mu_r,0.26744677758908736
A_5_Mu_0.6_Lag_0,Mu_r,0.323796193800904
A_5_Mu_0.6_Lag_2,Mu_r,0.3247260277748408
A_5_Mu_0.6_Lag_4,Mu_r,0.32167245315677656
A_5_Mu_0.6_Lag_6,Mu_r,0.3254169585551154
A_5_Mu_0.6_Lag_8,Mu_r,0.32675226955212305
A_5_Mu_0.6_Lag_10,Mu_r,0.32312873387933794
A_5_Mu_0.7_Lag_0,Mu_r,0.37990201619314096
A_5_Mu_0.7_Lag_2,Mu_r,0.3842977371153288
A_5_Mu_0.7_Lag_4,Mu_r,0.3733000095843629
A_5_Mu_0.7_Lag_6,Mu_r,0.37810664699213886
A_5_Mu_0.7_Lag_8,Mu_r,0.3788162227641925
A_5_Mu_0.7_Lag_10,Mu_r,0.3762645064313813
A_5_Mu_0.8_Lag_0,Mu_r,0.4384122959533399
A_5_Mu_0.8_Lag_2,Mu_r,0.4271866732641353
A_5_Mu_0.8_Lag_4,Mu_r,0.4295403379403285
A_5_Mu_0.8_Lag_6,Mu_r,0.43171636880280584
A_5_Mu_0.8_Lag_8,Mu_r,0.4322113690859988
A_5_Mu_0.8_Lag_10,Mu_r,0.4326788203399065
A_5_Mu_0.9_Lag_0,Mu_r,0.49278687442799474
A_5_Mu_0.9_Lag_2,Mu_r,0.4892555288593683
A_5_Mu_0.9_Lag_4,Mu_r,0.48265540426441395
A_5_Mu_0.9_Lag_6,Mu_r,0.49000159795787723
A_5_Mu_0.9_Lag_8,Mu_r,0.48097526844737964
A_5_Mu_0.9_Lag_10,Mu_r,0.4845367206150631
A_5_Mu_1_Lag_0,Mu_r,0.5483352352837056
A_5_Mu_1_Lag_2,Mu_r,0.5335458491504703
A_5_Mu_1_Lag_4,Mu_r,0.5329271715505877
A_5_Mu_1_Lag_6,Mu_r,0.5384218389531786
A_5_Mu_1_Lag_8,Mu_r,0.5373392004763001
A_5_Mu_1_Lag_10,Mu_r,0.538648212313141
A_1_Mu_0.1_Lag_0,T_d,2.6473002511002215
A_1_Mu_0.1_Lag_2,T_d,2.558723019933042
A_1_Mu_0.1_Lag_4,T_d,2.578114152707894
A_1_Mu_0.1_Lag_6,T_d,2.536784277604413
A_1_Mu_0.1_Lag_8,T_d,2.5960481508095503
A_1_Mu_0.1_Lag_10,T_d,2.5445377637318844
A_1_Mu_0.2_Lag_0,T_d,1.3590410377499633
A_1_Mu_0.2_Lag_2,T_d,1.3200604606143198
A_1_Mu_0.2_Lag_4,T_d,1.312132884346463
A_1_Mu_0.2_Lag_6,T_d,1.3552738078245585
A_1_Mu_0.2_Lag_8,T_d,1.3934162479492658
A_1_Mu_0.2_Lag_10,T_d,1.3432098534788144
A_1_Mu_0.3_Lag_0,T_d,0.9591891641128568
A_1_Mu_0.3_Lag_2,T_d,0.9015115100514046
A_1_Mu_0.3_Lag_4,T_d,0.8583511777234782
A_1_Mu_0.3_Lag_6,T_d,0.9254781181879441
A_1_Mu_0.3_Lag_8,T_d,0.8636944181129839
A_1_Mu_0.3_Lag_10,T_d,0.8909081472583724
A_1_Mu_0.4_Lag_0,T_d,0.7239803841685376
A_1_Mu_0.4_Lag_2,T_d,0.6990413441496589
A_1_Mu_0.4_Lag_4,T_d,0.6959014403705744
A_1_Mu_0.4_Lag_6,T_d,0.668914798704935
A_1_Mu_0.4_Lag_8,T_d,0.7155738937819244
A_1_Mu_0.4_Lag_10,T_d,0.6851098625339823
A_1_Mu_0.5_Lag_0,T_d,0.5897418158289067
A_1_Mu_0.5_Lag_2,T_d,0.584132713440006
A_1_Mu_0.5_Lag_4,T_d,0.5629541391664549
A_1_Mu_0.5_Lag_6,T_d,0.5630451710242291
A_1_Mu_0.5_Lag_8,T_d,0.5600135006822267
A_1_Mu_0.5_Lag_10,T_d,0.5467717274079743
A_1_Mu_0.6_Lag_0,T_d,0.4964303112113362
A_1_Mu_0.6_Lag_2,T_d,0.4757242158948744
A_1_Mu_0.6_Lag_4,T_d,0.4967370503654353
A_1_Mu_0.6_Lag_6,T_d,0.5322776713062913
A_1_Mu_0.6_Lag_8,T_d,0.49643373784387773
A_1_Mu_0.6_Lag_10,T_d,0.514247274475312
A_1_Mu_0.7_Lag_0,T_d,0.44188332307517475
A_1_Mu_0.7_Lag_2,T_d,0.22293346770410324
A_1_Mu_0.7_Lag_4,T_d,0.23350381305730988
A_1_Mu_0.7_Lag_6,T_d,0.39884756758708445
A_1_Mu_0.7_Lag_8,T_d,0.4084623927086071
A_1_Mu_0.7_Lag_10,T_d,0.3899407057326549
A_1_Mu_0.8_Lag_0,T_d,0.28257171260131425
A_1_Mu_0.8_Lag_2,T_d,0.38960856345333994
A_1_Mu_0.8_Lag_4,T_d,0.37481584991781364
A_1_Mu_0.8_Lag_6,T_d,0.37627869986236545
A_1_Mu_0.8_Lag_8,T_d,0.35814427209634303
A_1_Mu_0.8_Lag_10,T_d,0.34247861177179195
A_1_Mu_0.9_Lag_0,T_d,0.338878959675664
A_1_Mu_0.9_Lag_2,T_d,0.3175888370630389
A_1_Mu_0.9_Lag_4,T_d,0.3347020709793748
A_1_Mu_0.9_Lag_6,T_d,0.37438588189640826
A_1_Mu_0.9_Lag_8,T_d,0.37250959831346325
A_1_Mu_0.9_Lag_10,T_d,0.40759360148919865
A_1_Mu_1_Lag_0,T_d,0.27488268901521323
A_1_Mu_1_Lag_2,T_d,0.08935876286796349
A_1_Mu_1_Lag_4,T_d,0.31048825758411475
A_1_Mu_1_Lag_6,T_d,0.2939199552817145
A_1_Mu_1_Lag_8,T_d,0.33573672991556747
A_1_Mu_1_Lag_10,T_d,0.369236360688804
A_2_Mu_0.1_Lag_0,T_d,5.117713995856666
A_2_Mu_0.1_Lag_2,T_d,4.93800936955096
A_2_Mu_0.1_Lag_4,T_d,5.087960986445815
A_2_Mu_0.1_Lag_6,T_d,4.994080212570305
A_2_Mu_0.1_Lag_8,T_d,5.078821720304325
A_2_Mu_0.1_Lag_10,T_d,4.9313416722120715
A_2_Mu_0.2_Lag_0,T_d,2.644922417436871
A_2_Mu_0.2_Lag_2,T_d,2.6140126440288216
A_2_Mu_0.2_Lag_4,T_d,2.571294128367462
A_2_Mu_0.2_Lag_6,T_d,2.5354615189616077
A_2_Mu_0.2_Lag_8,T_d,2.615289122354312
A_2_Mu_0.2_Lag_10,T_d,2.6051310663635743
A_2_Mu_0.3_Lag_0,T_d,1.7591621507211883
A_2_Mu_0.3_Lag_2,T_d,1.7427122308519931
A_2_Mu_0.3_Lag_4,T_d,1.7241674706225356
A_2_Mu_0.3_Lag_6,T_d,1.8023572844315416
A_2_Mu_0.3_Lag_8,T_d,1.7189555930745835
A_2_Mu_0.3_Lag_10,T_d,1.7779144988439226
A_2_Mu_0.4_Lag_0,T_d,1.332263827283145
A_2_Mu_0.4_Lag_2,T_d,1.2586997294722988
A_2_Mu_0.4_Lag_4,T_d,1.3426416993558177
A_2_Mu_0.4_Lag_6,T_d,1.3152022411565192
A_2_Mu_0.4_Lag_8,T_d,1.3702181263301996
A_2_Mu_0.4_Lag_10,T_d,1.3005524019216224
A_2_Mu_0.5_Lag_0,T_d,1.0645649480730013
A_2_Mu_0.5_Lag_2,T_d,1.0265785562573366
A_2_Mu_0.5_Lag_4,T_d,1.0040494633940946
A_2_Mu_0.5_Lag_6,T_d,1.033446360841359
A_2_Mu_0.5_Lag_8,T_d,1.0551611353637782
A_2_Mu_0.5_Lag_10,T_d,1.0157930714743737
A_2_Mu_0.6_Lag_0,T_d,0.9054827316637226
A_2_Mu_0.6_Lag_2,T_d,0.8764629984947923
A_2_Mu_0.6_Lag_4,T_d,0.8873432992230316
A_2_Mu_0.6_Lag_6,T_d,0.8882720092812325
A_2_Mu_0.6_Lag_8,T_d,0.8995274326614847
A_2_Mu_0.6_Lag_10,T_d,0.8739962104847178
A_2_Mu_0.7_Lag_0,T_d,0.7487546860856914
A_2_Mu_0.7_Lag_2,T_d,0.7732523169102884
A_2_Mu_0.7_Lag_4,T_d,0.745974548268853
A_2_Mu_0.7_Lag_6,T_d,0.7458138259834239
A_2_Mu_0.7_Lag_8,T_d,0.7571822996568284
A_2_Mu_0.7_Lag_10,T_d,0.7633771935929641
A_2_Mu_0.8_Lag_0,T_d,0.6812088764301271
A_2_Mu_0.8_Lag_2,T_d,0.6489291493461679
A_2_Mu_0.8_Lag_4,T_d,0.6608292891908322
A_2_Mu_0.8_Lag_6,T_d,0.6463298290368342
A_2_Mu_0.8_Lag_8,T_d,0.6468974293514619
A_2_Mu_0.8_Lag_10,T_d,0.6233464766111712
A_2_Mu_0.9_Lag_0,T_d,0.6065406542662265
A_2_Mu_0.9_Lag_2,T_d,0.6097063505313183
A_2_Mu_0.9_Lag_4,T_d,0.5936522635852186
A_2_Mu_0.9_Lag_6,T_d,0.5955557936382169
A_2_Mu_0.9_Lag_8,T_d,0.5959738231269329
A_2_Mu_0.9_Lag_10,T_d,0.6040071917746829
A_2_Mu_1_Lag_0,T_d,0.5723400806248112
A_2_Mu_1_Lag_2,T_d,0.5570225583861796
A_2_Mu_1_Lag_4,T_d,0.5508258088751815
A_2_Mu_1_Lag_6,T_d,0.5702385764389181
A_2_Mu_1_Lag_8,T_d,0.5592451487697775
A_2_Mu_1_Lag_10,T_d,0.5333696349974703
A_3_Mu_0.1_Lag_0,T_d,7.326599714125536
A_3_Mu_0.1_Lag_2,T_d,7.095971084306564
A_3_Mu_0.1_Lag_4,T_d,7.149218348961636
A_3_Mu_0.1_Lag_6,T_d,7.1585656893032965
A_3_Mu_0.1_Lag_8,T_d,7.174884688109001
A_3_Mu_0.1_Lag_10,T_d,6.956474043289453
A_3_Mu_0.2_Lag_0,T_d,3.936379111469789
A_3_Mu_0.2_Lag_2,T_d,3.6085853100147034
A_3_Mu_0.2_Lag_4,T_d,3.888630836493868
A_3_Mu_0.2_Lag_6,T_d,3.823882462122971
A_3_Mu_0.2_Lag_8,T_d,3.787587496742291
A_3_Mu_0.2_Lag_10,T_d,3.833854817957192
A_3_Mu_0.3_Lag_0,T_d,2.581959449808373
A_3_Mu_0.3_Lag_2,T_d,2.5298092141133552
A_3_Mu_0.3_Lag_4,T_d,2.5520326283239876
A_3_Mu_0.3_Lag_6,T_d,2.5794004753737623
A_3_Mu_0.3_Lag_8,T_d,2.5505708776901836
A_3_Mu_0.3_Lag_10,T_d,2.5489988741715233
A_3_Mu_0.4_Lag_0,T_d,1.9361497481337335
A_3_Mu_0.4_Lag_2,T_d,1.9245970123944598
A_3_Mu_0.4_Lag_4,T_d,1.9459861570332773
A_3_Mu_0.4_Lag_6,T_d,1.9168721638737491
A_3_Mu_0.4_Lag_8,T_d,1.963148240718241
A_3_Mu_0.4_Lag_10,T_d,1.9411710684281687
A_3_Mu_0.5_Lag_0,T_d,1.5423924809788934
A_3_Mu_0.5_Lag_2,T_d,1.5376628414348075
A_3_Mu_0.5_Lag_4,T_d,1.5649660254293998
A_3_Mu_0.5_Lag_6,T_d,1.5300787125713264
A_3_Mu_0.5_Lag_8,T_d,1.5508560659406037
A_3_Mu_0.5_Lag_10,T_d,1.5519562168151366
A_3_Mu_0.6_Lag_0,T_d,1.3006357980779943
A_3_Mu_0.6_Lag_2,T_d,1.2853325766169506
A_3_Mu_0.6_Lag_4,T_d,1.2789129752054411
A_3_Mu_0.6_Lag_6,T_d,1.3095631042809002
A_3_Mu_0.6_Lag_8,T_d,1.2906886315643735
A_3_Mu_0.6_Lag_10,T_d,1.3162604504872908
A_3_Mu_0.7_Lag_0,T_d,1.143219176144844
A_3_Mu_0.7_Lag_2,T_d,1.125172290703716
A_3_Mu_0.7_Lag_4,T_d,1.1013205931380123
A_3_Mu_0.7_Lag_6,T_d,1.0849445684979273
A_3_Mu_0.7_Lag_8,T_d,1.113557955314019
A_3_Mu_0.7_Lag_10,T_d,1.0967715367106408
A_3_Mu_0.8_Lag_0,T_d,0.9944847902996331
A_3_Mu_0.8_Lag_2,T_d,0.994692632879712
A_3_Mu_0.8_Lag_4,T_d,0.9543292753891897
A_3_Mu_0.8_Lag_6,T_d,0.9768580882574487
A_3_Mu_0.8_Lag_8,T_d,0.9812008123953558
A_3_Mu_0.8_Lag_10,T_d,0.9782570543587139
A_3_Mu_0.9_Lag_0,T_d,0.8816138514322676
A_3_Mu_0.9_Lag_2,T_d,0.875753822002704
A_3_Mu_0.9_Lag_4,T_d,0.8876257094900831
A_3_Mu_0.9_Lag_6,T_d,0.8865104702261765
